HAddress,HAttractions,HGFW,HImages,HLanguage,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HVideos,URL
"Alley 45 Nguyen Thai Hoc, Hanoi Vietnam",38,99,,,Carpet House Hanoi,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Carpet House Hanoi?, ,What are some restaurants close to Carpet House Hanoi?, ,Is Carpet House Hanoi located near the city center?, ",,0,,0,,183,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d20234602-Reviews-Carpet_House_Hanoi-Hanoi.html
"Duoc Ha Soc Son, Hanoi Vietnam",10,60,,,Coner Tran,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Coner Tran?, ,What are some restaurants close to Coner Tran?, ",,0,,0,,26,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d15208449-Reviews-Coner_Tran-Hanoi.html
,0,0,,,Hoa Xa Apartment,,Vietnam,"Vietnam,Hanoi",,,0,,0,,0,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23367497-Reviews-Hoa_Xa_Apartment-Hanoi.html
,0,0,,,Hanoi Havana Dorm,,Vietnam,"Vietnam,Hanoi",,,0,,0,,0,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23382398-Reviews-Hanoi_Havana_Dorm-Hanoi.html
,0,0,,,GRiD Hotel,,Vietnam,"Vietnam,Hanoi",,,0,,0,,0,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d21222184-Reviews-GRiD_Hotel-Hanoi.html
"Ph_ Van H_ 3 No Apt 15a, Alley 76 Van H_ 3 Street, Hanoi Vietnam",6,71,,,"MayHouse - May Garden 2, Tang 1",,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to MayHouse - May Garden 2, Tang 1?, ,What are some restaurants close to MayHouse - May Garden 2, Tang 1?, ",,0,,0,,38,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23419121-Reviews-MayHouse_May_Garden_2_Tang_1-Hanoi.html
"46 Ngo Huyen, Hanoi 100000 Vietnam",157,100,,,Vitamin Home - Feel Like Home,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Vitamin Home - Feel Like Home?, ,What are some restaurants close to Vitamin Home - Feel Like Home?, ,Is Vitamin Home - Feel Like Home located near the city center?, ",,0,,0,,432,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d21329035-Reviews-Vitamin_Home_Feel_Like_Home-Hanoi.html
"138 Nguyen Xien Street Ha Dinh, Thanh Xuan District, Hanoi 70000 Vietnam",0,0,,,RedDoorz near Dai Hoc Ha Noi,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to RedDoorz near Dai Hoc Ha Noi?, ,What are some restaurants close to RedDoorz near Dai Hoc Ha Noi?, ",,0,,0,,0,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23335139-Reviews-RedDoorz_near_Dai_Hoc_Ha_Noi-Hanoi.html
"75c/50 Dang Thai Mai Street, Tay Ho District, Hanoi 10000 Vietnam",25,90,,,LeDecor Apartment,8,Vietnam,"Vietnam,Hanoi,8","Which popular attractions are close to LeDecor Apartment?, ,What are some restaurants close to LeDecor Apartment?, ",,0,,0,,111,,8,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d3223049-Reviews-LeDecor_Apartment-Hanoi.html
"27 Tan Ap, Hanoi Vietnam",10,80,,,Bach Duong Hotel,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Bach Duong Hotel?, ,What are some restaurants close to Bach Duong Hotel?, ,Is Bach Duong Hotel located near the city center?, ",,0,,0,,59,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d17574108-Reviews-Bach_Duong_Hotel-Hanoi.html
"47 Trich Sai,Th_y Khue,Tay H_, Hanoi 0123456 Vietnam",9,54,10,"English, Vietnamese",Nha Minh Homestay,8,Vietnam,"Vietnam,Hanoi,8","Which popular attractions are close to Nhà Mình Homestay?, ,What are some of the property amenities at Nhà Mình Homestay?, ,Which room amenities are available at Nhà Mình Homestay?, ,Is parking available at Nhà Mình Homestay?, ,What are some restaurants close to Nhà Mình Homestay?, ,Are any cleaning services offered at Nhà Mình Homestay?, ,Which languages are spoken by the staff at Nhà Mình Homestay?, ,Are there any historical sites close to Nhà Mình Homestay?, ",5,0,,0,,51,,8,,2,https://www.tripadvisor.com/Hotel_Review-g293924-d23129401-Reviews-Nha_Minh_Homestay-Hanoi.html
"No. 27 Hang Thiec, Hoan Kiem District,, Hanoi 10000 Vietnam",158,100,,,Avi Hanoi Hotel,16,Vietnam,"Vietnam,Hanoi,16","Which popular attractions are close to Avi Hanoi Hotel?, ,What are some of the property amenities at Avi Hanoi Hotel?, ,What food & drink options are available at Avi Hanoi Hotel?, ,What are some restaurants close to Avi Hanoi Hotel?, ,Does Avi Hanoi Hotel have an airport shuttle?, ,Does Avi Hanoi Hotel have airport transportation?, ,Is Avi Hanoi Hotel located near the city center?, ",,0,,0,,554,,16,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d8298344-Reviews-Avi_Hanoi_Hotel-Hanoi.html
"128 Khuong Dinh Thanh Xuan, Hanoi 10000 Vietnam",10,64,,"English, Vietnamese",Gia Phu Hotel,15,Vietnam,"Vietnam,Hanoi,15","Which popular attractions are close to Gia Phu Hotel?, ,What are some restaurants close to Gia Phu Hotel?, ,Which languages are spoken by the staff at Gia Phu Hotel?, ",,0,,0,,62,,15,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d7218286-Reviews-Gia_Phu_Hotel-Hanoi.html
"37 Hang Thiec, Hanoi Vietnam",154,100,,,The Bee Homestay,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to The Bee Homestay?, ,What are some restaurants close to The Bee Homestay?, ,Is The Bee Homestay located near the city center?, ",,0,,0,,531,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23423489-Reviews-The_Bee_Homestay-Hanoi.html
,0,0,,,LeDecor Apartment - Kim Dong,9,Vietnam,"Vietnam,Hanoi,9",,,0,,0,,0,,9,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d3222925-Reviews-LeDecor_Apartment_Kim_Dong-Hanoi.html
,0,0,,,Ng Thnh Hotel Sn Ty,,Vietnam,"Vietnam,Hanoi",,,0,,0,,0,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d22147797-Reviews-Ng_Thnh_Hotel_Sn_Ty-Hanoi.html
"55 Hang Cot, Hanoi Vietnam",39,98,,"English, Vietnamese",Rustic House,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Rustic House?, ,What are some of the property amenities at Rustic House?, ,Which room amenities are available at Rustic House?, ,Is parking available at Rustic House?, ,What are some restaurants close to Rustic House?, ,Does Rustic House have airport transportation?, ,Is Rustic House located near the city center?, ,Which languages are spoken by the staff at Rustic House?, ",,0,,0,,241,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d12996039-Reviews-Rustic_House-Hanoi.html
"45 Le Duan Hoan Kiem, Hanoi 100000 Vietnam",31,97,14,"English, Vietnamese",Hanoi Aria Central Hotel & Spa,$126 ,$21 ,"$21, - ,$126","Which popular attractions are close to Hanoi Aria Central Hotel & Spa?, ,What are some of the property amenities at Hanoi Aria Central Hotel & Spa?, ,What food & drink options are available at Hanoi Aria Central Hotel & Spa?, ,What are some restaurants close to Hanoi Aria Central Hotel & Spa?, ,Is Hanoi Aria Central Hotel & Spa located near the city center?, ,Which languages are spoken by the staff at Hanoi Aria Central Hotel & Spa?, ",61,35,#14 of 52 special hotels in Hanoi,4.5,,196,Excellent,230,,7,https://www.tripadvisor.com/Hotel_Review-g293924-d16666379-Reviews-Hanoi_Aria_Central_Hotel_Spa-Hanoi.html
"Hang Mam 10a, Hanoi Vietnam",184,100,,"English, Vietnamese",Bao Minh Hotel,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Bao Minh Hotel?, ,What are some of the property amenities at Bao Minh Hotel?, ,What are some restaurants close to Bao Minh Hotel?, ,Does Bao Minh Hotel have airport transportation?, ,Is Bao Minh Hotel located near the city center?, ,Which languages are spoken by the staff at Bao Minh Hotel?, ",,0,,0,,658,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d13537954-Reviews-Bao_Minh_Hotel-Hanoi.html
"No. 3, Tay Ho Company Residences - Thon Hoang 5 - Co Nhue - Tu Liem, Hanoi 10000 Vietnam",6,51,,Vietnamese,Mai Villa - Mai Uyen 2 Guest House,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Mai Villa - Mai Uyen 2 Guest House?, ,What are some of the property amenities at Mai Villa - Mai Uyen 2 Guest House?, ,Which room amenities are available at Mai Villa - Mai Uyen 2 Guest House?, ,What are some restaurants close to Mai Villa - Mai Uyen 2 Guest House?, ",,0,,0,,48,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922322-Reviews-Mai_Villa_Mai_Uyen_2_Guest_House-Hanoi.html
"222 Duong Dinh Nghe, Hanoi 10000 Vietnam",10,52,,,Chan Tien Hotel,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Chan Tien Hotel?, ,What are some restaurants close to Chan Tien Hotel?, ",,0,,0,,76,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d21160635-Reviews-Chan_Tien_Hotel-Hanoi.html
"23 Hang Tre, Hanoi Vietnam",85,100,,,Ken Hang Tre,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Ken Hang Tre?, ,What are some restaurants close to Ken Hang Tre?, ,Is Ken Hang Tre located near the city center?, ",,0,,0,,375,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d20234815-Reviews-Ken_Hang_Tre-Hanoi.html
,0,0,,,Nha Nghi Hoang Gia,,Vietnam,"Vietnam,Hanoi",,,0,,0,,0,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23125024-Reviews-Nha_Nghi_Hoang_Gia-Hanoi.html
"12B -K3 Nguyen Phong Sac, Nghia Tan, Cau Giay, Ha Noi Highway, Hanoi Vietnam",8,56,,,Hotel Near Hoc Vien HCM,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Hotel Near Hoc Vien HCM?, ,What are some restaurants close to Hotel Near Hoc Vien HCM?, ",,0,,0,,55,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d21221815-Reviews-Hotel_Near_Hoc_Vien_HCM-Hanoi.html
"A25, Tuoi Tre Alley Hoang Quoc Viet, Cau Giay District, Hanoi 10000 Vietnam",0,0,,,Mai Villa - Mai Hanh,9,Vietnam,"Vietnam,Hanoi,9","Which popular attractions are close to Mai Villa - Mai Hanh?, ,What are some restaurants close to Mai Villa - Mai Hanh?, ",,0,,0,,0,,9,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922316-Reviews-Mai_Villa_Mai_Hanh-Hanoi.html
"No. 101, Vien Thong 37 Residences, 118 Nguyen Khanh Toan Alley Quan Hoa, Cau Giay, Hanoi 10000 Vietnam",14,69,,Vietnamese,Mai Villa - Mai Thanh Guest House 3,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Mai Villa - Mai Thanh Guest House 3?, ,What are some of the property amenities at Mai Villa - Mai Thanh Guest House 3?, ,Which room amenities are available at Mai Villa - Mai Thanh Guest House 3?, ,What are some restaurants close to Mai Villa - Mai Thanh Guest House 3?, ",,0,,0,,116,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922314-Reviews-Mai_Villa_Mai_Thanh_Guest_House_3-Hanoi.html
"No. 26, NDVN Residences, Quan Hoa, Hanoi 10000 Vietnam",16,70,,"English, Vietnamese",Mai Villa - Mai Ly Guest House,8,Vietnam,"Vietnam,Hanoi,8","Which popular attractions are close to Mai Villa - Mai Ly Guest House?, ,What are some of the property amenities at Mai Villa - Mai Ly Guest House?, ,Which room amenities are available at Mai Villa - Mai Ly Guest House?, ,What are some restaurants close to Mai Villa - Mai Ly Guest House?, ,Are any cleaning services offered at Mai Villa - Mai Ly Guest House?, ,Which languages are spoken by the staff at Mai Villa - Mai Ly Guest House?, ",,0,,0,,101,,8,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922320-Reviews-Mai_Villa_Mai_Ly_Guest_House-Hanoi.html
"B3, Tuoi Tre Alley, Hoang Quoc Viet, Hanoi 10000 Vietnam",87,100,,,Mai Villa - Mai Trang,8,Vietnam,"Vietnam,Hanoi,8","Which popular attractions are close to Mai Villa - Mai Trang?, ,What are some restaurants close to Mai Villa - Mai Trang?, ,Is Mai Villa - Mai Trang located near the city center?, ",,0,,0,,343,,8,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922312-Reviews-Mai_Villa_Mai_Trang-Hanoi.html
"No. 6, 15 Trung Kinh Alley, Trung Hoa, Hanoi 10000 Vietnam",3,67,,,Mai Villa - Mai Ha Guest House 1,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Mai Villa - Mai Ha Guest House 1?, ,What are some restaurants close to Mai Villa - Mai Ha Guest House 1?, ",,0,,0,,40,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922278-Reviews-Mai_Villa_Mai_Ha_Guest_House_1-Hanoi.html
"No. 23, Block 14A, Street No. 11, Trung Yen, Hanoi 10000 Vietnam",4,66,,,Mai Villa - Mai Ha Guest House 2,7,Vietnam,"Vietnam,Hanoi,7","Which popular attractions are close to Mai Villa - Mai Ha Guest House 2?, ,What are some restaurants close to Mai Villa - Mai Ha Guest House 2?, ",,0,,0,,41,,7,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922215-Reviews-Mai_Villa_Mai_Ha_Guest_House_2-Hanoi.html
"So 26, Duong My Dinh, Hanoi Vietnam",4,50,,,Kim Hoa Hotel,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Kim Hoa Hotel?, ,What are some restaurants close to Kim Hoa Hotel?, ",,0,,0,,40,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d19729918-Reviews-Kim_Hoa_Hotel-Hanoi.html
"No.47A, Thuy San Residences, 60 Le Van Thiem Alley, Thanh Xuan District, Hanoi 10000 Vietnam",0,58,,Vietnamese,Mai Villa - Mai Phuong Guest House 3,8,Vietnam,"Vietnam,Hanoi,8","What are some of the property amenities at Mai Villa - Mai Phuong Guest House 3?, ,What are some restaurants close to Mai Villa - Mai Phuong Guest House 3?, ,Are any cleaning services offered at Mai Villa - Mai Phuong Guest House 3?, ",,0,,0,,29,,8,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922252-Reviews-Mai_Villa_Mai_Phuong_Guest_House_3-Hanoi.html
"Chua Canh Tien Uy No, Dong Anh, Hanoi Vietnam",0,0,,,Minh Homestay,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Minh Homestay?, ,What are some of the property amenities at Minh Homestay?, ,What food & drink options are available at Minh Homestay?, ,What are some restaurants close to Minh Homestay?, ,Does Minh Homestay have airport transportation?, ",,0,,0,,0,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d15357806-Reviews-Minh_Homestay-Hanoi.html
"No.16, 675 Lac Long Quan Alley, Tay Ho District, Hanoi 10000 Vietnam",9,61,,,Mai Villa - Phuong Ha Guesthouse,7,Vietnam,"Vietnam,Hanoi,7","Which popular attractions are close to Mai Villa - Phuong Ha Guesthouse?, ,What are some restaurants close to Mai Villa - Phuong Ha Guesthouse?, ",,0,,0,,58,,7,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922212-Reviews-Mai_Villa_Phuong_Ha_Guesthouse-Hanoi.html
"12B-K3 Nguyen Phong Sac Street Nghia Tan Ward, Cau Giay District, Hanoi Vietnam",2,68,,,Khach San Highway,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Khach San Highway?, ,What are some restaurants close to Khach San Highway?, ",,0,,0,,23,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d19935600-Reviews-Khach_San_Highway-Hanoi.html
"2A N7A Nguyen Thi Thap Thanh Xuan, Hanoi 10000 Vietnam",9,65,,,Mai Villa - Gala Hotel I,35,Vietnam,"Vietnam,Hanoi,35","Which popular attractions are close to Mai Villa - Gala Hotel I?, ,What are some of the property amenities at Mai Villa - Gala Hotel I?, ,What are some restaurants close to Mai Villa - Gala Hotel I?, ,Does Mai Villa - Gala Hotel I have airport transportation?, ",,0,,0,3.0 of 5 bubbles,75,,35,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6201264-Reviews-Mai_Villa_Gala_Hotel_I-Hanoi.html
"Ngo 265 Th_y Khue, Qu_n Tay H_,, Hanoi 100000 Vietnam",3,48,,,Nature Key Retreat,30,Vietnam,"Vietnam,Hanoi,30","Which popular attractions are close to Nature Key Retreat?, ,What are some restaurants close to Nature Key Retreat?, ",,0,,0,,16,,30,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23593489-Reviews-Nature_Key_Retreat-Hanoi.html
,0,0,,,Hanoi La Siesta Central Hotel & Spa,,Vietnam,"Vietnam,Hanoi",,,0,,0,,0,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23115568-Reviews-Hanoi_La_Siesta_Central_Hotel_Spa-Hanoi.html
"23 N7B Trung Hoa Nhan Chinh - Thanh Xuan, Hanoi 10000 Vietnam",0,63,,Vietnamese,Mai Villa - Mai Lam Hotel,35,Vietnam,"Vietnam,Hanoi,35","What are some of the property amenities at Mai Villa - Mai Lam Hotel?, ,Which room amenities are available at Mai Villa - Mai Lam Hotel?, ,What are some restaurants close to Mai Villa - Mai Lam Hotel?, ,Does Mai Villa - Mai Lam Hotel have airport transportation?, ,Are any cleaning services offered at Mai Villa - Mai Lam Hotel?, ",,0,,0,3.0 of 5 bubbles,28,,35,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6201141-Reviews-Mai_Villa_Mai_Lam_Hotel-Hanoi.html
"Km15 QL 21, Thach That district, Hanoi Vietnam",0,0,,,Hoa Lac Vien Hotel,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Hoa Lac Vien Hotel?, ,What are some of the property amenities at Hoa Lac Vien Hotel?, ,What food & drink options are available at Hoa Lac Vien Hotel?, ",,0,,0,,0,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d12476970-Reviews-Hoa_Lac_Vien_Hotel-Hanoi.html
"27 Bat Dan, Hanoi Vietnam",136,99,,,RedDoorz Hostel At Bat Dan Street,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to RedDoorz Hostel At Bat Dan Street?, ,What are some restaurants close to RedDoorz Hostel At Bat Dan Street?, ,Is RedDoorz Hostel At Bat Dan Street located near the city center?, ",,0,,0,,426,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d20996460-Reviews-RedDoorz_Hostel_At_Bat_Dan_Street-Hanoi.html
"8 B2 Dam Trau St Hai Ba Trung Dist, Hanoi 0084 Vietnam",17,51,,,8B2 Studio Apartment,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to 8B2 Studio Apartment?, ,What are some restaurants close to 8B2 Studio Apartment?, ",,0,,0,,57,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d20955954-Reviews-8B2_Studio_Apartment-Hanoi.html
"27 Au Trieu, Hang Trong, Hanoi Vietnam",141,100,,,Hanoi Autumn hotel 2,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Hanoi Autumn hotel 2?, ,What are some restaurants close to Hanoi Autumn hotel 2?, ,Is Hanoi Autumn hotel 2 located near the city center?, ",,0,,0,,385,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d11962509-Reviews-Hanoi_Autumn_hotel_2-Hanoi.html
"6 Ngo C_m Ch_, P. Hang Bong, Q. Hoan Ki_m, Hanoi Vietnam",50,100,,,Nalan's Home 11,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Nalan's Home 11?, ,What are some restaurants close to Nalan's Home 11?, ,Is Nalan's Home 11 located near the city center?, ",,0,,0,,255,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23372738-Reviews-Nalan_s_Home_11-Hanoi.html
"146 Tran Phu, Hanoi Vietnam",7,52,,,AnVilla Ha Dong,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to AnVilla Ha Dong?, ,What are some restaurants close to AnVilla Ha Dong?, ",,0,,0,,29,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d15099785-Reviews-AnVilla_Ha_Dong-Hanoi.html
"32 Truong Han Sieu, Hoan Kiem, Hanoi Vietnam",10,92,,,Rose Boutique Serviced Apartment,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Rose Boutique Serviced Apartment?, ,What are some restaurants close to Rose Boutique Serviced Apartment?, ,Is Rose Boutique Serviced Apartment located near the city center?, ",,0,,0,,125,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d16797569-Reviews-Rose_Boutique_Serviced_Apartment-Hanoi.html
"So 15 Lo 1B, Khu Do Thi Trung Yen Trung Hoa, Hanoi 100000 Vietnam",3,64,,,HANZ Tram Anh Hotel Hanoi,Hanoi,7s Tram Anh Hanoi Hotel,"7s Tram Anh Hanoi Hotel,Vietnam,Hanoi","Which popular attractions are close to HANZ Tram Anh Hotel Hanoi?, ,What are some restaurants close to HANZ Tram Anh Hotel Hanoi?, ",,0,,0,,35,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d21507069-Reviews-HANZ_Tram_Anh_Hotel_Hanoi-Hanoi.html
,0,0,,,OYO 1151 Bao Yen Hotel,,Vietnam,"Vietnam,Hanoi",,,0,,0,,0,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23524003-Reviews-OYO_1151_Bao_Yen_Hotel-Hanoi.html
,0,0,,,Hovi Dai Loi,,Vietnam,"Vietnam,Hanoi",,,0,,0,,0,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d22043891-Reviews-Hovi_Dai_Loi-Hanoi.html
,0,0,,,Zody Apartment,,Vietnam,"Vietnam,Hanoi",,,0,,0,,0,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23123758-Reviews-Zody_Apartment-Hanoi.html
"62 Pho Van Ho 3, Hanoi Vietnam",6,70,,,Deluxe Home,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Deluxe Home?, ,What are some restaurants close to Deluxe Home?, ",,0,,0,,42,,Hanoi,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d17620385-Reviews-Deluxe_Home-Hanoi.html
