HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
"45 Le Duan Hoan Kiem, Hanoi 100000 Vietnam",31,97,14,"English, Vietnamese",,Hanoi Aria Central Hotel & Spa,$126,$21,"$21, - ,$126","Which popular attractions are close to Hanoi Aria Central Hotel & Spa?, ,What are some of the property amenities at Hanoi Aria Central Hotel & Spa?, ,What food & drink options are available at Hanoi Aria Central Hotel & Spa?, ,What are some restaurants close to Hanoi Aria Central Hotel & Spa?, ,Is Hanoi Aria Central Hotel & Spa located near the city center?, ,Which languages are spoken by the staff at Hanoi Aria Central Hotel & Spa?, ",61,35,#14 of 52 special hotels in Hanoi,4.5,NA,196,Excellent,230,,,7,https://www.tripadvisor.com/Hotel_Review-g293924-d16666379-Reviews-Hanoi_Aria_Central_Hotel_Spa-Hanoi.html
"Hang Mam 10a, Hanoi Vietnam",184,100,,"English, Vietnamese",,Bao Minh Hotel,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Bao Minh Hotel?, ,What are some of the property amenities at Bao Minh Hotel?, ,What are some restaurants close to Bao Minh Hotel?, ,Does Bao Minh Hotel have airport transportation?, ,Is Bao Minh Hotel located near the city center?, ,Which languages are spoken by the staff at Bao Minh Hotel?, ",,0,,0,NA,658,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d13537954-Reviews-Bao_Minh_Hotel-Hanoi.html
"No. 3, Tay Ho Company Residences - Thon Hoang 5 - Co Nhue - Tu Liem, Hanoi 10000 Vietnam",6,51,,Vietnamese,,Mai Villa - Mai Uyen 2 Guest House,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Mai Villa - Mai Uyen 2 Guest House?, ,What are some of the property amenities at Mai Villa - Mai Uyen 2 Guest House?, ,Which room amenities are available at Mai Villa - Mai Uyen 2 Guest House?, ,What are some restaurants close to Mai Villa - Mai Uyen 2 Guest House?, ",,0,,0,NA,48,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922322-Reviews-Mai_Villa_Mai_Uyen_2_Guest_House-Hanoi.html
"222 Duong Dinh Nghe, Hanoi 10000 Vietnam",10,52,,,,Chan Tien Hotel,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Chan Tien Hotel?, ,What are some restaurants close to Chan Tien Hotel?, ",,0,,0,NA,76,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d21160635-Reviews-Chan_Tien_Hotel-Hanoi.html
"23 Hang Tre, Hanoi Vietnam",85,100,,,,Ken Hang Tre,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Ken Hang Tre?, ,What are some restaurants close to Ken Hang Tre?, ,Is Ken Hang Tre located near the city center?, ",,0,,0,NA,375,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d20234815-Reviews-Ken_Hang_Tre-Hanoi.html
,0,0,,,,Nha Nghi Hoang Gia,NA,Vietnam,"Vietnam,Hanoi",,,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23125024-Reviews-Nha_Nghi_Hoang_Gia-Hanoi.html
"12B -K3 Nguyen Phong Sac, Nghia Tan, Cau Giay, Ha Noi Highway, Hanoi Vietnam",8,56,,,,Hotel Near Hoc Vien HCM,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Hotel Near Hoc Vien HCM?, ,What are some restaurants close to Hotel Near Hoc Vien HCM?, ",,0,,0,NA,55,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d21221815-Reviews-Hotel_Near_Hoc_Vien_HCM-Hanoi.html
"A25, Tuoi Tre Alley Hoang Quoc Viet, Cau Giay District, Hanoi 10000 Vietnam",0,0,,,,Mai Villa - Mai Hanh,9,Vietnam,"Vietnam,Hanoi,9","Which popular attractions are close to Mai Villa - Mai Hanh?, ,What are some restaurants close to Mai Villa - Mai Hanh?, ",,0,,0,NA,0,,9,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922316-Reviews-Mai_Villa_Mai_Hanh-Hanoi.html
"No. 101, Vien Thong 37 Residences, 118 Nguyen Khanh Toan Alley Quan Hoa, Cau Giay, Hanoi 10000 Vietnam",14,69,,Vietnamese,,Mai Villa - Mai Thanh Guest House 3,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Mai Villa - Mai Thanh Guest House 3?, ,What are some of the property amenities at Mai Villa - Mai Thanh Guest House 3?, ,Which room amenities are available at Mai Villa - Mai Thanh Guest House 3?, ,What are some restaurants close to Mai Villa - Mai Thanh Guest House 3?, ",,0,,0,NA,116,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922314-Reviews-Mai_Villa_Mai_Thanh_Guest_House_3-Hanoi.html
"No. 26, NDVN Residences, Quan Hoa, Hanoi 10000 Vietnam",16,70,,"English, Vietnamese",,Mai Villa - Mai Ly Guest House,8,Vietnam,"Vietnam,Hanoi,8","Which popular attractions are close to Mai Villa - Mai Ly Guest House?, ,What are some of the property amenities at Mai Villa - Mai Ly Guest House?, ,Which room amenities are available at Mai Villa - Mai Ly Guest House?, ,What are some restaurants close to Mai Villa - Mai Ly Guest House?, ,Are any cleaning services offered at Mai Villa - Mai Ly Guest House?, ,Which languages are spoken by the staff at Mai Villa - Mai Ly Guest House?, ",,0,,0,NA,101,,8,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922320-Reviews-Mai_Villa_Mai_Ly_Guest_House-Hanoi.html
"B3, Tuoi Tre Alley, Hoang Quoc Viet, Hanoi 10000 Vietnam",87,100,,,,Mai Villa - Mai Trang,8,Vietnam,"Vietnam,Hanoi,8","Which popular attractions are close to Mai Villa - Mai Trang?, ,What are some restaurants close to Mai Villa - Mai Trang?, ,Is Mai Villa - Mai Trang located near the city center?, ",,0,,0,NA,343,,8,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922312-Reviews-Mai_Villa_Mai_Trang-Hanoi.html
"No. 6, 15 Trung Kinh Alley, Trung Hoa, Hanoi 10000 Vietnam",3,67,,,,Mai Villa - Mai Ha Guest House 1,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Mai Villa - Mai Ha Guest House 1?, ,What are some restaurants close to Mai Villa - Mai Ha Guest House 1?, ",,0,,0,NA,40,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922278-Reviews-Mai_Villa_Mai_Ha_Guest_House_1-Hanoi.html
"No. 23, Block 14A, Street No. 11, Trung Yen, Hanoi 10000 Vietnam",4,66,,,,Mai Villa - Mai Ha Guest House 2,7,Vietnam,"Vietnam,Hanoi,7","Which popular attractions are close to Mai Villa - Mai Ha Guest House 2?, ,What are some restaurants close to Mai Villa - Mai Ha Guest House 2?, ",,0,,0,NA,41,,7,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922215-Reviews-Mai_Villa_Mai_Ha_Guest_House_2-Hanoi.html
"So 26, Duong My Dinh, Hanoi Vietnam",4,50,,,,Kim Hoa Hotel,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Kim Hoa Hotel?, ,What are some restaurants close to Kim Hoa Hotel?, ",,0,,0,NA,40,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d19729918-Reviews-Kim_Hoa_Hotel-Hanoi.html
"No.47A, Thuy San Residences, 60 Le Van Thiem Alley, Thanh Xuan District, Hanoi 10000 Vietnam",0,58,,Vietnamese,,Mai Villa - Mai Phuong Guest House 3,8,Vietnam,"Vietnam,Hanoi,8","What are some of the property amenities at Mai Villa - Mai Phuong Guest House 3?, ,What are some restaurants close to Mai Villa - Mai Phuong Guest House 3?, ,Are any cleaning services offered at Mai Villa - Mai Phuong Guest House 3?, ",,0,,0,NA,29,,8,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922252-Reviews-Mai_Villa_Mai_Phuong_Guest_House_3-Hanoi.html
"Chua Canh Tien Uy No, Dong Anh, Hanoi Vietnam",0,0,,,,Minh Homestay,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Minh Homestay?, ,What are some of the property amenities at Minh Homestay?, ,What food & drink options are available at Minh Homestay?, ,What are some restaurants close to Minh Homestay?, ,Does Minh Homestay have airport transportation?, ",,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d15357806-Reviews-Minh_Homestay-Hanoi.html
"No.16, 675 Lac Long Quan Alley, Tay Ho District, Hanoi 10000 Vietnam",9,61,,,,Mai Villa - Phuong Ha Guesthouse,7,Vietnam,"Vietnam,Hanoi,7","Which popular attractions are close to Mai Villa - Phuong Ha Guesthouse?, ,What are some restaurants close to Mai Villa - Phuong Ha Guesthouse?, ",,0,,0,NA,58,,7,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6922212-Reviews-Mai_Villa_Phuong_Ha_Guesthouse-Hanoi.html
"12B-K3 Nguyen Phong Sac Street Nghia Tan Ward, Cau Giay District, Hanoi Vietnam",2,68,,,,Khach San Highway,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Khach San Highway?, ,What are some restaurants close to Khach San Highway?, ",,0,,0,NA,23,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d19935600-Reviews-Khach_San_Highway-Hanoi.html
"2A N7A Nguyen Thi Thap Thanh Xuan, Hanoi 10000 Vietnam",9,65,,,,Mai Villa - Gala Hotel I,35,Vietnam,"Vietnam,Hanoi,35","Which popular attractions are close to Mai Villa - Gala Hotel I?, ,What are some of the property amenities at Mai Villa - Gala Hotel I?, ,What are some restaurants close to Mai Villa - Gala Hotel I?, ,Does Mai Villa - Gala Hotel I have airport transportation?, ",,0,,0,3.0 of 5 bubbles,75,,35,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6201264-Reviews-Mai_Villa_Gala_Hotel_I-Hanoi.html
"Ngo 265 Th_y Khue, Qu_n Tay H_,, Hanoi 100000 Vietnam",3,48,,,,Nature Key Retreat,30,Vietnam,"Vietnam,Hanoi,30","Which popular attractions are close to Nature Key Retreat?, ,What are some restaurants close to Nature Key Retreat?, ",,0,,0,NA,16,,30,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23593489-Reviews-Nature_Key_Retreat-Hanoi.html
,0,0,,,,Hanoi La Siesta Central Hotel & Spa,NA,Vietnam,"Vietnam,Hanoi",,,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23115568-Reviews-Hanoi_La_Siesta_Central_Hotel_Spa-Hanoi.html
"23 N7B Trung Hoa Nhan Chinh - Thanh Xuan, Hanoi 10000 Vietnam",0,63,,Vietnamese,,Mai Villa - Mai Lam Hotel,35,Vietnam,"Vietnam,Hanoi,35","What are some of the property amenities at Mai Villa - Mai Lam Hotel?, ,Which room amenities are available at Mai Villa - Mai Lam Hotel?, ,What are some restaurants close to Mai Villa - Mai Lam Hotel?, ,Does Mai Villa - Mai Lam Hotel have airport transportation?, ,Are any cleaning services offered at Mai Villa - Mai Lam Hotel?, ",,0,,0,3.0 of 5 bubbles,28,,35,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d6201141-Reviews-Mai_Villa_Mai_Lam_Hotel-Hanoi.html
"Km15 QL 21, Thach That district, Hanoi Vietnam",0,0,,,,Hoa Lac Vien Hotel,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Hoa Lac Vien Hotel?, ,What are some of the property amenities at Hoa Lac Vien Hotel?, ,What food & drink options are available at Hoa Lac Vien Hotel?, ",,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d12476970-Reviews-Hoa_Lac_Vien_Hotel-Hanoi.html
"27 Bat Dan, Hanoi Vietnam",136,99,,,,RedDoorz Hostel At Bat Dan Street,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to RedDoorz Hostel At Bat Dan Street?, ,What are some restaurants close to RedDoorz Hostel At Bat Dan Street?, ,Is RedDoorz Hostel At Bat Dan Street located near the city center?, ",,0,,0,NA,426,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d20996460-Reviews-RedDoorz_Hostel_At_Bat_Dan_Street-Hanoi.html
"8 B2 Dam Trau St Hai Ba Trung Dist, Hanoi 0084 Vietnam",17,51,,,,8B2 Studio Apartment,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to 8B2 Studio Apartment?, ,What are some restaurants close to 8B2 Studio Apartment?, ",,0,,0,NA,57,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d20955954-Reviews-8B2_Studio_Apartment-Hanoi.html
"27 Au Trieu, Hang Trong, Hanoi Vietnam",141,100,,,,Hanoi Autumn hotel 2,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Hanoi Autumn hotel 2?, ,What are some restaurants close to Hanoi Autumn hotel 2?, ,Is Hanoi Autumn hotel 2 located near the city center?, ",,0,,0,NA,385,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d11962509-Reviews-Hanoi_Autumn_hotel_2-Hanoi.html
"6 Ngo C_m Ch_, P. Hang Bong, Q. Hoan Ki_m, Hanoi Vietnam",50,100,,,,Nalan's Home 11,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Nalan's Home 11?, ,What are some restaurants close to Nalan's Home 11?, ,Is Nalan's Home 11 located near the city center?, ",,0,,0,NA,255,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23372738-Reviews-Nalan_s_Home_11-Hanoi.html
"146 Tran Phu, Hanoi Vietnam",7,52,,,,AnVilla Ha Dong,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to AnVilla Ha Dong?, ,What are some restaurants close to AnVilla Ha Dong?, ",,0,,0,NA,29,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d15099785-Reviews-AnVilla_Ha_Dong-Hanoi.html
"32 Truong Han Sieu, Hoan Kiem, Hanoi Vietnam",10,92,,,,Rose Boutique Serviced Apartment,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Rose Boutique Serviced Apartment?, ,What are some restaurants close to Rose Boutique Serviced Apartment?, ,Is Rose Boutique Serviced Apartment located near the city center?, ",,0,,0,NA,125,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d16797569-Reviews-Rose_Boutique_Serviced_Apartment-Hanoi.html
"So 15 Lo 1B, Khu Do Thi Trung Yen Trung Hoa, Hanoi 100000 Vietnam",3,64,,,,HANZ Tram Anh Hotel Hanoi,Hanoi,7s Tram Anh Hanoi Hotel,"7s Tram Anh Hanoi Hotel,Vietnam,Hanoi","Which popular attractions are close to HANZ Tram Anh Hotel Hanoi?, ,What are some restaurants close to HANZ Tram Anh Hotel Hanoi?, ",,0,,0,NA,35,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d21507069-Reviews-HANZ_Tram_Anh_Hotel_Hanoi-Hanoi.html
,0,0,,,,OYO 1151 Bao Yen Hotel,NA,Vietnam,"Vietnam,Hanoi",,,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23524003-Reviews-OYO_1151_Bao_Yen_Hotel-Hanoi.html
,0,0,,,,Hovi Dai Loi,NA,Vietnam,"Vietnam,Hanoi",,,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d22043891-Reviews-Hovi_Dai_Loi-Hanoi.html
,0,0,,,,Zody Apartment,NA,Vietnam,"Vietnam,Hanoi",,,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23123758-Reviews-Zody_Apartment-Hanoi.html
"62 Pho Van Ho 3, Hanoi Vietnam",6,70,,,,Deluxe Home,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Deluxe Home?, ,What are some restaurants close to Deluxe Home?, ",,0,,0,NA,42,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d17620385-Reviews-Deluxe_Home-Hanoi.html
"No 20/27/106 Hoang Quoc Viet Nghia Do Cau Giay, Hanoi Vietnam",11,61,,,,Hotesl Tamthanh,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Hotesl Tamthanh?, ,What are some restaurants close to Hotesl Tamthanh?, ",,0,,0,NA,44,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d20955585-Reviews-Hotesl_Tamthanh-Hanoi.html
"Trung Hoa So 4-Ngo 180-Tran Duy Hung, Hanoi Vietnam",4,48,,,,Khach San Moza,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Khach San Moza?, ,What are some restaurants close to Khach San Moza?, ",,0,,0,NA,25,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d19934541-Reviews-Khach_San_Moza-Hanoi.html
,0,0,,,,The Sunrise Hotel Hanoi,NA,Vietnam,"Vietnam,Hanoi",,,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d22094730-Reviews-The_Sunrise_Hotel_Hanoi-Hanoi.html
"16 14, Thanh Ha Hoan Kiem, Hanoi 10000 Vietnam",93,100,,,,Hanoi Hostel No1,12,Vietnam,"Vietnam,Hanoi,12","Which popular attractions are close to Hanoi Hostel No1?, ,What are some restaurants close to Hanoi Hostel No1?, ,Is Hanoi Hostel No1 located near the city center?, ",,0,,0,NA,345,,12,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d3731621-Reviews-Hanoi_Hostel_No1-Hanoi.html
,0,0,,,,Khach san Mango Hotel,NA,Vietnam,"Vietnam,Hanoi",,,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23516807-Reviews-Khach_san_Mango_Hotel-Hanoi.html
"34 Nghi Tam, Hanoi Vietnam",2,84,,,,Nha N&T,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Nha N&T?, ,What are some restaurants close to Nha N&T?, ",,0,,0,NA,37,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d15201818-Reviews-Nha_N_T-Hanoi.html
"91 Ngo 264 Du_ng Ng_c Th_y 91 Ngo 264 Ng_c Thu_,, Hanoi Vietnam",3,39,,,,AliceHome,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to AliceHome?, ,What are some restaurants close to AliceHome?, ",,0,,0,NA,21,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23221732-Reviews-AliceHome-Hanoi.html
"Ngoc Chi Village - Vinh Ngoc Ward - Dong Anh District Nhat Tan Bridge, Hanoi Vietnam",0,0,,"English, Japanese, Vietnamese",,Nhat Tan Hotel,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Nhat Tan Hotel?, ,What are some of the property amenities at Nhat Tan Hotel?, ,What food & drink options are available at Nhat Tan Hotel?, ,Is parking available at Nhat Tan Hotel?, ,What are some restaurants close to Nhat Tan Hotel?, ,Are any cleaning services offered at Nhat Tan Hotel?, ,Which languages are spoken by the staff at Nhat Tan Hotel?, ",,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d12269866-Reviews-Nhat_Tan_Hotel-Hanoi.html
"6 Ngo 227 Pho Doi Can - Quan Ba Dinh, Hanoi Vietnam",1,75,,,,Viet My apartment,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Viet My apartment?, ,What are some restaurants close to Viet My apartment?, ",,0,,0,NA,16,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d15767935-Reviews-Viet_My_apartment-Hanoi.html
"71 Ba Trieu Street Hai Ba Trung District, Hanoi 10000 Vietnam",10,90,,,,Liz Hotel,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Liz Hotel?, ,What are some restaurants close to Liz Hotel?, ",,0,,0,NA,155,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d7177854-Reviews-Liz_Hotel-Hanoi.html
"39 Le Duan, Hanoi 10000 Vietnam",30,97,,"English, Vietnamese",,Nhat Phuong Guesthouse,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Nhat Phuong Guesthouse?, ,What are some of the property amenities at Nhat Phuong Guesthouse?, ,Is parking available at Nhat Phuong Guesthouse?, ,What are some restaurants close to Nhat Phuong Guesthouse?, ,Is Nhat Phuong Guesthouse located near the city center?, ,Are any cleaning services offered at Nhat Phuong Guesthouse?, ,Are pets allowed at Nhat Phuong Guesthouse?, ,Which languages are spoken by the staff at Nhat Phuong Guesthouse?, ",,0,,0,NA,196,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d10319290-Reviews-Nhat_Phuong_Guesthouse-Hanoi.html
"6/52 To Ngoc Van, Hanoi Vietnam",27,86,,,,4 Seasons Apartment,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to 4 Seasons Apartment?, ,What are some restaurants close to 4 Seasons Apartment?, ",,0,,0,NA,92,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d15809734-Reviews-4_Seasons_Apartment-Hanoi.html
"Number 6 Lane 67/18 to Ngoc Van Street Quang An Ward, Tay Ho District Mito House, Hanoi Vietnam",25,86,,,,GH Apartment Westlake - Managed by Pegasy Group,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to GH Apartment Westlake - Managed by Pegasy Group?, ,What are some restaurants close to GH Apartment Westlake - Managed by Pegasy Group?, ",,0,,0,NA,98,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d23229984-Reviews-GH_Apartment_Westlake_Managed_by_Pegasy_Group-Hanoi.html
,0,0,,,,Mai Villa Hotel 9,NA,Vietnam,"Vietnam,Hanoi",,,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d22598919-Reviews-Mai_Villa_Hotel_9-Hanoi.html
,0,0,,,,Loa Thanh Hotel,NA,Vietnam,"Vietnam,Hanoi",,,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d7181155-Reviews-Loa_Thanh_Hotel-Hanoi.html
,0,0,,,,Free Backpacker Hostel,NA,Vietnam,"Vietnam,Hanoi",,,0,,0,NA,0,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d15028559-Reviews-Free_Backpacker_Hostel-Hanoi.html
"38 Nguyen Van Ngoc 38 Ba Dinh, Hanoi Vietnam",8,86,,,,Amazing View Studio-Lotte Center View,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Amazing View Studio-Lotte Center View?, ,What are some restaurants close to Amazing View Studio-Lotte Center View?, ",,0,,0,NA,107,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d21377774-Reviews-Amazing_View_Studio_Lotte_Center_View-Hanoi.html
"46 Linh Lang, Phuong Cong Vi, Quan Ba Dinh, Hanoi 100000 Vietnam",6,78,,,,Apartment Linh Lang,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Apartment Linh Lang?, ,What are some restaurants close to Apartment Linh Lang?, ",,0,,0,NA,66,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d21303680-Reviews-Apartment_Linh_Lang-Hanoi.html
"99 Ho Ba Mau, House No. 3, Hanoi Vietnam",7,46,,,,Hanoi My Homestay,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Hanoi My Homestay?, ,What are some restaurants close to Hanoi My Homestay?, ",,0,,0,NA,30,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d18188670-Reviews-Hanoi_My_Homestay-Hanoi.html
"118 94, Nguyen Van Cu, Hanoi 10000 Vietnam",0,0,,Vietnamese,,Vien Dong Hotel,5,Vietnam,"Vietnam,Hanoi,5","Which popular attractions are close to Vien Dong Hotel?, ,What are some of the property amenities at Vien Dong Hotel?, ,Which room amenities are available at Vien Dong Hotel?, ,What are some restaurants close to Vien Dong Hotel?, ",,0,,0,NA,0,,5,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d7438288-Reviews-Vien_Dong_Hotel-Hanoi.html
"Ngo 36 Duong Hoang Quoc Viet Phong 1202, Tang 12, Hanoi Vietnam",11,66,,,,Amour Ha Noi Homestay,NA,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Amour Ha Noi Homestay?, ,What are some restaurants close to Amour Ha Noi Homestay?, ",,0,,0,NA,49,,Hanoi,,,0,https://www.tripadvisor.com/Hotel_Review-g293924-d17674327-Reviews-Amour_Ha_Noi_Homestay-Hanoi.html
"21 Duy Tan Street Dich Vong Hau Ward, Hanoi 100000 Vietnam",3,58,16,"English, French, Vietnamese",,Eastin Hotel & Residences Hanoi,196,Vietnam,"Vietnam,Hanoi,196","Which popular attractions are close to Eastin Hotel & Residences Hanoi?, ,What are some of the property amenities at Eastin Hotel & Residences Hanoi?, ,Which room amenities are available at Eastin Hotel & Residences Hanoi?, ,What food & drink options are available at Eastin Hotel & Residences Hanoi?, ,Is parking available at Eastin Hotel & Residences Hanoi?, ,What are some restaurants close to Eastin Hotel & Residences Hanoi?, ,Are there opportunities to exercise at Eastin Hotel & Residences Hanoi?, ,Does Eastin Hotel & Residences Hanoi have airport transportation?, ,Does Eastin Hotel & Residences Hanoi offer any business services?, ,Which languages are spoken by the staff at Eastin Hotel & Residences Hanoi?, ",20,10,#330 of 704 hotels in Hanoi,5.0,4.0 of 5 bubbles,10,Excellent,196,,,19,https://www.tripadvisor.com/Hotel_Review-g293924-d21020819-Reviews-Eastin_Hotel_Residences_Hanoi-Hanoi.html
